Código do Item,Descrição do Item,Grupo,Classe,PDM,Status,Sustentável
102300,"TUBO DE LATEX, TUBO DE LATEX - USO LABORATORIO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",13064: TUBO DE LATEX                                                                                       ,Inativo,Não
102318,"PLACA ORTOPÉDICA - PEQUENOS E GRANDES FRAGMENTOS, PLACA DE KLAINE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",10834: PLACA ORTOPÉDICA - PEQUENOS E GRANDES FRAGMENTOS                                                    ,Inativo,Não
102326,"ARTIGO PORCELANA - USO LABORATORIO, ARTIGO PORCELANA - USO LABORATORIO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",03080: ARTIGO PORCELANA - USO LABORATORIO                                                                  ,Inativo,Não
102334,"COMPACTADOR RESÍDUO, CAIXA COLETORA DE LIXO COM SISTEMA DE CO NOME",45: EQUIPAMENTO DE INSTALAÇÕES HIDRÁULICAS E DE AQUECIMENTO                                                                 ,"4540: EQUIPAMENTOS DIVERSOS DE INSTALAÇÕES HIDRÁULICAS, SANITÁRIASE DE CALEFAÇÃO                                              ",04114: COMPACTADOR RESÍDUO                                                                                 ,Inativo,Não
102342,"CAIXA DE ACO PARA LIXO, CAIXA DE ACO PARA LIXO NOME",45: EQUIPAMENTO DE INSTALAÇÕES HIDRÁULICAS E DE AQUECIMENTO                                                                 ,"4540: EQUIPAMENTOS DIVERSOS DE INSTALAÇÕES HIDRÁULICAS, SANITÁRIASE DE CALEFAÇÃO                                              ",04121: CAIXA DE ACO PARA LIXO                                                                              ,Inativo,Não
10235,"MODELO TAMANHO REDUZIDO, MODELO DE TREINAMENTO EM TAMANHO REDUZID NOME",69: APARELHOS E ACESSÓRIOS PARA TREINAMENTO                                                                                 ,6910: ACESSÓRIOS PARA TREINAMENTO                                                                                             ,09836: MODELO TAMANHO REDUZIDO                                                                             ,Ativo,Não
102350,"CAIXA DE ACO PARA LIXO - COM RODIZIO, CAIXA DE ACO PARA LIXO - COM RODIZIO NOME",45: EQUIPAMENTO DE INSTALAÇÕES HIDRÁULICAS E DE AQUECIMENTO                                                                 ,"4540: EQUIPAMENTOS DIVERSOS DE INSTALAÇÕES HIDRÁULICAS, SANITÁRIASE DE CALEFAÇÃO                                              ",04122: CAIXA DE ACO PARA LIXO - COM RODIZIO                                                                ,Inativo,Não
102369,"CARRO COLETOR LIXO, CARRO COM RODA PARA COLETA DE LIXO ( COL NOME",72: UTENSILIOS E UTILIDADES DE USO DOMESTICO E COMERCIAL                                                                    ,7240: RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL                                                                              ,04597: CARRO COLETOR LIXO                                                                                  ,Ativo,Não
102377,"PEDRISCO, PEDRISCO NOME",56: MATERIAIS PARA CONSTRUÇÃO                                                                                               ,"5610: MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL                                                                   ",00868: PEDRISCO                                                                                            ,Ativo,Não
102385,"FOGAREIRO FERRO FUNDIDO, FOGAREIRO FERRO FUNDIDO NOME",71: MOBILIÁRIOS                                                                                                             ,7195: MOBILIÁRIOS DIVERSOS E ACESSÓRIOS                                                                                       ,07680: FOGAREIRO FERRO FUNDIDO                                                                             ,Ativo,Não
102393,"DETERGENTE ROUPA - USO HOSPITALAR (VER INC 06137), DETERGENTE ROUPA - USO HOSPITALAR NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",06140: DETERGENTE ROUPA - USO HOSPITALAR (VER INC 06137)                                                   ,Inativo,Não
102407,"SABAO LIQUIDO, SABAO LIQUIDO NOME",79: EQUIPAMENTOS E MATERIAIS PARA LIMPEZA                                                                                   ,7930: COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO                                                                         ,11867: SABAO LIQUIDO                                                                                       ,Ativo,Não
102415,"LIMPADOR BASE ÁCIDA, LIMPADOR LIQUIDO - PISO / PAREDE NOME",79: EQUIPAMENTOS E MATERIAIS PARA LIMPEZA                                                                                   ,7930: COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO                                                                         ,08853: LIMPADOR BASE ÁCIDA                                                                                 ,Inativo,Não
102423,"LIMPA-VIDRO, LIMPA VIDRO NOME",79: EQUIPAMENTOS E MATERIAIS PARA LIMPEZA                                                                                   ,7930: COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO                                                                         ,08847: LIMPA-VIDRO                                                                                         ,Inativo,Não
10243,"PRENDEDOR PORTA, PRENDEDOR PARA PORTA NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,11170: PRENDEDOR PORTA                                                                                     ,Inativo,Não
102431,"ÓXIDO DE TÁLIO, DESINFETANTE - SOLIDO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,00744: ÓXIDO DE TÁLIO                                                                                      ,Inativo,Não
102440,"SUPORTE DE DISCO PARA ENCERADEIRA, SUPORTE DE DISCO PARA ENCERADEIRA NOME",79: EQUIPAMENTOS E MATERIAIS PARA LIMPEZA                                                                                   ,7910: ENCERADEIRAS E ASPIRADORES DE PÓ                                                                                        ,12382: SUPORTE DE DISCO PARA ENCERADEIRA                                                                   ,Ativo,Não
102458,"CENTRAL MONITORIZAÇÃO, CENTRAL MONITORIZACAO PARA UNIDADE  DE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",04750: CENTRAL MONITORIZAÇÃO                                                                               ,Inativo,Não
102466,"CARRO DE EMERGENCIA PARA PARADA CARDIACA, CARRO DE EMERGENCIA PARA PARADA CARDIACA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",04602: CARRO DE EMERGENCIA PARA PARADA CARDIACA                                                            ,Inativo,Não
102474,"ESTILETE, ESTILETE ( ESCRITOR ) PARA ELETROCERDIOG NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",07135: ESTILETE                                                                                            ,Inativo,Não
102482,"SISTEMA FIXAÇÃO COLUNA VERTEBRAL VIA POSTERIOR, REGISTRADOR DE TRACADO DE PULSACAO CARDI NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",11549: SISTEMA FIXAÇÃO COLUNA VERTEBRAL VIA POSTERIOR                                                      ,Inativo,Não
102490,"IMPRESSORA - MATRICIAL ( IMPACTO ) / COMPONENTES, IMPRESSORA - MATRICIAL ( IMPACTO ) / COM NOME","70: INFORMÁTICA - EQUIPAMENTOS,  PEÇAS, ACESSÓRIOS E SUPRIMENTOSDE TIC                                                      ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS                                                                   ,13576: IMPRESSORA - MATRICIAL ( IMPACTO ) / COMPONENTES                                                    ,Inativo,Não
102504,"CONJUNTO MULTIMÍDIA, CONJUNTO ( KIT ) MULTIMIDIA  PARA  MICRO NOME","70: INFORMÁTICA - EQUIPAMENTOS,  PEÇAS, ACESSÓRIOS E SUPRIMENTOSDE TIC                                                      ",7060: PEÇAS E ACESSÓRIOS PARA COMPUTADORES                                                                                    ,00213: CONJUNTO MULTIMÍDIA                                                                                 ,Ativo,Não
10251,"TRINCO, TRINCO NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,12991: TRINCO                                                                                              ,Ativo,Não
102512,"ENXERTO ARTERIAL TUBULAR VALVADO ( ORGANICO ), ENXERTO ARTERIAL TUBULAR VALVADO ( ORGAN NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",06601: ENXERTO ARTERIAL TUBULAR VALVADO ( ORGANICO )                                                       ,Inativo,Não
102520,"ENXERTO ÓSSEO INAT, ENXERTO ARTERIAL - BIOENXERTO ( ORGANICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",06599: ENXERTO ÓSSEO INAT                                                                                  ,Inativo,Não
102539,"ENXERTO ARTERIAL TUBULAR VALVADO, ENXERTO ARTERIAL TUBULAR VALVADO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",06600: ENXERTO ARTERIAL TUBULAR VALVADO                                                                    ,Inativo,Não
102547,"VENTOINHA, VENTOINHA ( VENTILADOR / SOPRADOR ) NOME","41: EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR                                                       ","4140: VENTILADORES, CIRCULADORES DE AR E VENTOINHAS                                                                           ",13380: VENTOINHA                                                                                           ,Ativo,Não
102555,"EQUIPO ODONTOLOGICO, EQUIPO ODONTOLOGICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6520: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS                                                                      ",06863: EQUIPO ODONTOLOGICO                                                                                 ,Inativo,Não
102563,"APARELHO PROFILAXIA ODONTOLÓGICA, EQUIPAMENTO DE PROFILAXIA ODONTOLOGICA ( NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6520: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS                                                                      ",06730: APARELHO PROFILAXIA ODONTOLÓGICA                                                                    ,Inativo,Não
102571,"SERINGA TRÍPLICE, SERINGA TRIPLICE - USO ODONTOLOGICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6520: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS                                                                      ",00572: SERINGA TRÍPLICE                                                                                    ,Inativo,Não
102580,"LUBRIFICANTE ODONTOLÓGICO, OLEO LUBRIFICANTE PARA MOTOR ODONTOLOGIC NOME","91: COMBUSTÍVEIS, LUBRIFICANTES, ÓLEOS E CERAS                                                                              ","9150: ÓLEOS E GRAXAS PARA CORTE, LUBRIFICAÇÃO E SISTEMAS  HIDRÁULICOS                                                         ",10204: LUBRIFICANTE ODONTOLÓGICO                                                                           ,Inativo,Não
102598,"DESENTUPIDOR VASO SANITÁRIO, DESENTUPIDOR PARA VASO SANITARIO NOME",45: EQUIPAMENTO DE INSTALAÇÕES HIDRÁULICAS E DE AQUECIMENTO                                                                 ,4510: DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS                                                                  ,06092: DESENTUPIDOR VASO SANITÁRIO                                                                         ,Ativo,Não
10260,"FERROLHO, FERROLHO NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,07406: FERROLHO                                                                                            ,Ativo,Não
102601,"ENXERTO CARDIOVASCULAR, ENXERTO CARDIOVASCULAR NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",06602: ENXERTO CARDIOVASCULAR                                                                              ,Inativo,Não
102610,"ENXERTO DE PERICARDIO, ENXERTO DE PERICARDIO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",06604: ENXERTO DE PERICARDIO                                                                               ,Inativo,Não
102628,"PRÓTESE VALVAR CARDÍACA (CONSULTAR INC 02883), PROTESE VALVAR CARDIACA MECANICA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",11301: PRÓTESE VALVAR CARDÍACA (CONSULTAR INC 02883)                                                       ,Inativo,Não
102636,"TRIPE PARA EQUIPAMENTO DE TOPOGRAFIA, TRIPE PARA EQUIPAMENTO DE TOPOGRAFIA NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,"6675: INSTRUMENTOS DE DESENHO, TOPOGRAFIA E CARTOGRAFIA                                                                       ",12993: TRIPE PARA EQUIPAMENTO DE TOPOGRAFIA                                                                ,Ativo,Não
102644,"BASTÃO MIRA TOPOGRAFIA, BASTAO PARA MIRA DE TOPOGRAFIA NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,"6675: INSTRUMENTOS DE DESENHO, TOPOGRAFIA E CARTOGRAFIA                                                                       ",03435: BASTÃO MIRA TOPOGRAFIA                                                                              ,Ativo,Não
102652,"PRISMA PARA TOPOGRAFIA, PRISMA PARA TOPOGRAFIA NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,"6675: INSTRUMENTOS DE DESENHO, TOPOGRAFIA E CARTOGRAFIA                                                                       ",01259: PRISMA PARA TOPOGRAFIA                                                                              ,Inativo,Não
102660,"PORTA-PRISMA DE TOPOGRAFIA, PORTA - PRISMA DE TOPOGRAFIA NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,"6675: INSTRUMENTOS DE DESENHO, TOPOGRAFIA E CARTOGRAFIA                                                                       ",11051: PORTA-PRISMA DE TOPOGRAFIA                                                                          ,Ativo,Não
102679,"BATERIA PARA DISTANCIOMETRO, BATERIA PARA DISTANCIOMETRO NOME",61: CONDUTORES ELÉTRICOS E EQUIPAMENTOS PARA GERAÇÃO  E  DISTRI-BUIÇÃO DE ENERGIA                                           ,6135: BATERIAS NAO RECARREGÁVEIS                                                                                              ,03473: BATERIA PARA DISTANCIOMETRO                                                                         ,Ativo,Não
102687,"ESTACAO TOTAL DE TOPOGRAFIA, ESTACAO TOTAL DE TOPOGRAFIA NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,"6675: INSTRUMENTOS DE DESENHO, TOPOGRAFIA E CARTOGRAFIA                                                                       ",07084: ESTACAO TOTAL DE TOPOGRAFIA                                                                         ,Ativo,Não
102695,"RASTREADOR DE SATELITE, RASTREADOR DE SATELITE NOME","58: EQUIPAMENTOS DE COMUNICAÇÕES, DETEÇÃO E RADIAÇÃO COERENTE                                                               ","5840: EQUIPAMENTOS DE RADAR, EXCETO OS DE AERONAVES                                                                           ",11420: RASTREADOR DE SATELITE                                                                              ,Ativo,Não
102709,"RESTITUIDOR PARA USO EM AEROFOTOGRAMETRIA, RESTITUIDOR PARA USO EM AEROFOTOGRAMETRI NOME",67: EQUIPAMENTOS FOTOGRÁFICOS                                                                                               ,6720: CÂMARAS FOTOGRÁFICAS                                                                                                    ,11703: RESTITUIDOR PARA USO EM AEROFOTOGRAMETRIA                                                           ,Inativo,Não
102717,"ZIPER CIRURGICO, ZIPER CIRURGICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6510: MATERIAIS CIRÚRGICOS PARA CURATIVOS                                                                                     ,13498: ZIPER CIRURGICO                                                                                     ,Inativo,Não
102725,"HOMOGENEIZADOR, HOMOGENIZADOR DE COLETA DE SANGUE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",08268: HOMOGENEIZADOR                                                                                      ,Inativo,Não
102733,"SELADOR/ENCARTUCHADOR/INCAPSULADOR-PEÇA/ACESSÓRIO, SELADOR PARA TUBO DE PVC - USO LABORATOR NOME",35: EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS                                                                                   ,3540: MÁQUINAS DE EMBALAR E EMPACOTAR                                                                                         ,11980: SELADOR/ENCARTUCHADOR/INCAPSULADOR-PEÇA/ACESSÓRIO                                                   ,Inativo,Não
102741,"RESFRIADOR PARA BOLSA DE LIQUIDOS, RESFRIADOR PARA BOLSA DE LIQUIDOS NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,11671: RESFRIADOR PARA BOLSA DE LIQUIDOS                                                                   ,Inativo,Não
102750,"IODETO DE POTÁSSIO, IODETO DE POTASSIO 1 NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,08469: IODETO DE POTÁSSIO                                                                                  ,Inativo,Não
102768,"ÁCIDO DIETILENO TRIAMINO PENTACÉTICO, ACIDO DIETILENOTRIAMINOPENTACETICO NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,01906: ÁCIDO DIETILENO TRIAMINO PENTACÉTICO                                                                ,Inativo,Não
102776,"ÁCIDO TÂNICO, ACIDO PARA USO ODONTOLOGICO EM ESMALTE / NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,02015: ÁCIDO TÂNICO                                                                                        ,Inativo,Não
10278,"MOTOR SECCIONADO DE TREINAMENTO, MOTOR SECCIONADO DE TREINAMENTO NOME",69: APARELHOS E ACESSÓRIOS PARA TREINAMENTO                                                                                 ,6910: ACESSÓRIOS PARA TREINAMENTO                                                                                             ,09993: MOTOR SECCIONADO DE TREINAMENTO                                                                     ,Ativo,Não
102784,"MONITOR DE FLUXO DE COLETA DE LIQUIDO, MONITOR DE FLUXO DE COLETA DE LIQUIDO NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,"6680: INSTRUMENTOS PARA MEDIÇÃO DE FLUXO DE LÍQUIDO E  GÁS, NÍVEL DE LÍQUIDOS E DE MOVIMENTOS MECÂNICOS                       ",09882: MONITOR DE FLUXO DE COLETA DE LIQUIDO                                                               ,Ativo,Não
102792,"EQUIPAMENTO SEPARADOR DE CÉLULAS, SEPARADOR DE COMPONENTE DE SANGUE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",12020: EQUIPAMENTO SEPARADOR DE CÉLULAS                                                                    ,Inativo,Não
102806,"ALICATE ORDENHA DE TUBOS COLETA SANGUE/DERIVADOS, ALICATE PARA ORDENHA DE SANGUE NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",02317: ALICATE ORDENHA DE TUBOS COLETA SANGUE/DERIVADOS                                                    ,Inativo,Não
102814,"EXTRATOR DE PLASMA, EXTRATOR DE PLASMA NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",07272: EXTRATOR DE PLASMA                                                                                  ,Inativo,Não
102822,"IMPEDÂNCIOMETRO, IMPEDANCIOMETRO - USO MEDICO NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",08294: IMPEDÂNCIOMETRO                                                                                     ,Inativo,Não
102830,"HELICÓPTERO, HELICOPTERO NOME",15: AERONAVES E SEUS COMPONENTES ESTRUTURAIS                                                                                ,1520: AERONAVES DE ASA ROTATIVAS                                                                                              ,08184: HELICÓPTERO                                                                                         ,Ativo,Não
102849,"BOMBA EXERCÍCIO DE TIRO, BOMBA DE EXERCICIO DE TIRO NOME",13: MUNIÇÕES E EXPLOSIVOS                                                                                                   ,1325: BOMBAS                                                                                                                  ,03759: BOMBA EXERCÍCIO DE TIRO                                                                             ,Ativo,Não
102857,"ANTINEOPLASICO ( TRATAMENTO DE CANCER ), ANTINEOPLASICO ( TRATAMENTO DE CANCER ) NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ",6505: DROGAS E MEDICAMENTOS                                                                                                   ,02610: ANTINEOPLASICO ( TRATAMENTO DE CANCER )                                                             ,Inativo,Não
10286,"FRUTA DESIDRATADA, FRUTA DESIDRATADA NOME",89: SUBSISTÊNCIA                                                                                                            ,"8925: AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES                                                                         ",07852: FRUTA DESIDRATADA                                                                                   ,Ativo,Não
102865,"CARRO PARA COMERCIO DE PRODUTOS - AMBULANTE, CARRO PARA COMERCIO DE PRODUTOS - AMBULA NOME",35: EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS                                                                                   ,3590: EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS E  COMERCIAIS                                                         ,04615: CARRO PARA COMERCIO DE PRODUTOS - AMBULANTE                                                         ,Ativo,Não
102873,"SABAO DE ALUMINIO ( GELATINIZANTE DE GASOLINA ), SABAO DE ALUMINIO ( GELATINIZANTE DE GAS NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6850: ESPECIALIDADES QUÍMICAS DIVERSAS                                                                                        ,11861: SABAO DE ALUMINIO ( GELATINIZANTE DE GASOLINA )                                                     ,Inativo,Não
102881,"DISPOSITIVO INTRA-UTERINO (DIU), DISPOSITIVO INTRA-UTERINO - DIU (ANTICON NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",06325: DISPOSITIVO INTRA-UTERINO (DIU)                                                                     ,Inativo,Não
102890,"PRÓTESE EXTERNA MEMBRO SUPERIOR, PROTESE EXTERNA DE MEMBRO SUPERIOR NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",11293: PRÓTESE EXTERNA MEMBRO SUPERIOR                                                                     ,Inativo,Não
102903,"PRÓTESE EXTERNA MEMBRO INFERIOR, PROTESE EXTERNA DE MEMBRO INFERIOR NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",11292: PRÓTESE EXTERNA MEMBRO INFERIOR                                                                     ,Inativo,Não
102911,"CAPELA EXAUSTÃO GASES, CAPELA DE EXAUSTAO PARA LABORATORIO NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,04489: CAPELA EXAUSTÃO GASES                                                                               ,Inativo,Não
102920,"LABORATORIO PORTATIL, LABORATORIO PORTATIL NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6640: EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,08592: LABORATORIO PORTATIL                                                                                ,Inativo,Não
102938,"ALFINETE LAPELA, BOTAO ( BOTON ) - CONTROLE ACESSO AREA R NOME",99: DIVERSOS                                                                                                                ,"9905: CARTAZES, MOSTRUÁRIOS E PLACAS DE IDENTIFICAÇÃO                                                                         ",03825: ALFINETE LAPELA                                                                                     ,Inativo,Não
10294,"CHAVEIRO, CHAVEIRO NOME",53: FERRAGENS E ABRASIVOS                                                                                                   ,5340: FERRAGENS DIVERSAS                                                                                                      ,04944: CHAVEIRO                                                                                            ,Ativo,Não
102946,"INTRODUTOR (BAINHA), INTRODUTOR PARA PUNCAO - USO MEDICO / CI NOME","65: EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO                                                         ","6515: INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",08458: INTRODUTOR (BAINHA)                                                                                 ,Inativo,Não
102954,"PENETRÔMETRO, PENETROMETRO NOME",66: INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO                                                                              ,6635: EQUIPAMENTOS PARA TESTES DE PROPRIEDADES FÍSICAS                                                                        ,10619: PENETRÔMETRO                                                                                        ,Ativo,Não
102962,"DETECTOR ESPECTROSCOPIA, DETECTOR PARA ESPECTROSCOPIA NOME","63: SISTEMAS DE ALARME, SINALIZAÇÃO E DETECÇÃO PARA SEGURANÇA                                                               ","6350: SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA                                                     ",06133: DETECTOR ESPECTROSCOPIA                                                                             ,Ativo,Não
102970,"4-NITROFENIL, HIDRATANTE ORAL NOME",68: SUBSTÂNCIAS E PRODUTOS QUÍMICOS                                                                                         ,6810: PRODUTOS QUÍMICOS                                                                                                       ,08213: 4-NITROFENIL                                                                                        ,Inativo,Não
